mmsi,timestamp,lat,lon,sog,cog,heading,vessel_type,destination,draught,length
200000090,2024-01-01T03:40:36.241428+00:00,52.897377,7.732122,10.7,253.9,252.0,72,ROTTERDAM,9.7,381
200000090,2024-01-01T03:49:05.327637+00:00,52.875861,7.657746,14.2,250.3,255.1,72,ROTTERDAM,9.7,381
200000090,2024-01-01T03:57:34.413846+00:00,52.852884,7.593421,12.9,350.1,346.6,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:06:03.500055+00:00,52.914545,7.582675,13.6,224.0,221.3,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:14:32.586263+00:00,52.763261,7.436816,13.1,241.7,243.5,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:23:01.672472+00:00,52.734089,7.382584,8.8,175.2,175.3,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:31:30.758681+00:00,52.695132,7.385857,11.2,286.2,287.1,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:39:59.844890+00:00,52.742739,7.222485,11.2,273.9,276.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:48:28.931099+00:00,52.744508,7.196577,14.7,242.3,244.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T04:56:58.017307+00:00,52.658482,7.032424,13.0,216.3,212.5,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:05:27.103516+00:00,52.598291,6.988236,13.9,258.9,257.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:13:56.189725+00:00,52.575194,6.870409,12.3,314.9,314.8,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:22:25.275934+00:00,52.625067,6.820362,14.0,228.3,232.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:30:54.362142+00:00,52.605819,6.798732,12.6,260.8,265.0,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:39:23.448351+00:00,52.571934,6.589753,12.5,161.9,162.5,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:47:52.534560+00:00,52.48762,6.617244,13.3,283.1,279.1,72,ROTTERDAM,9.7,381
200000090,2024-01-01T05:56:21.620769+00:00,52.508623,6.526812,13.1,256.4,255.5,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:04:50.706978+00:00,52.478969,6.404621,17.9,261.3,262.3,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:13:19.793186+00:00,52.460188,6.281428,11.2,331.8,334.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:21:48.879395+00:00,52.468945,6.276741,10.0,243.0,245.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:30:17.965604+00:00,52.412672,6.166063,13.5,268.5,264.6,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:38:47.051813+00:00,52.411558,6.123574,11.4,239.1,242.1,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:47:16.138021+00:00,52.35711,6.032436,8.6,187.1,187.4,72,ROTTERDAM,9.7,381
200000090,2024-01-01T06:55:45.224230+00:00,52.344307,6.030835,10.8,267.8,271.4,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:04:14.310439+00:00,52.337535,5.858181,17.3,223.0,222.2,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:12:43.396648+00:00,52.209232,5.738377,11.2,328.2,329.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:21:12.482857+00:00,52.242225,5.717919,9.4,248.2,247.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:29:41.569065+00:00,52.21081,5.639358,17.2,216.2,213.6,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:38:10.655274+00:00,52.178504,5.615721,10.7,266.9,270.1,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:46:39.741483+00:00,52.17281,5.50892,18.7,301.7,297.4,72,ROTTERDAM,9.7,381
200000090,2024-01-01T07:55:08.827692+00:00,52.237434,5.404411,12.2,190.1,186.6,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:03:37.913900+00:00,52.095514,5.379135,16.4,287.6,285.8,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:12:07.000109+00:00,52.163339,5.165935,12.4,198.8,203.0,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:20:36.086318+00:00,52.006901,5.112789,13.8,294.6,292.5,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:29:05.172527+00:00,52.05042,5.01785,12.6,271.1,267.2,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:37:34.258736+00:00,52.051421,4.964092,12.4,268.8,264.4,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:46:03.344944+00:00,52.048714,4.834151,13.4,131.4,126.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T08:54:32.431153+00:00,52.031084,4.854146,13.9,260.9,262.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T09:03:01.517362+00:00,52.011309,4.73068,13.2,240.5,238.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T09:11:30.603571+00:00,51.930325,4.587654,13.0,242.9,246.7,72,ROTTERDAM,9.7,381
200000090,2024-01-01T09:19:59.689779+00:00,51.900763,4.529818,11.5,341.4,336.9,72,ROTTERDAM,9.7,381
200000090,2024-01-01T09:28:28.775988+00:00,51.942899,4.515676,12.7,0.0,357.5,72,ROTTERDAM,9.7,381
200001642,2024-01-01T02:12:11.894969+00:00,49.519292,0.049314,16.6,239.6,235.6,70,HAMBURG,14.0,131
200001642,2024-01-01T02:57:23.036086+00:00,49.532023,0.273569,16.8,64.3,59.6,70,HAMBURG,14.0,131
200001642,2024-01-01T03:42:34.177203+00:00,49.58473,0.383032,15.0,47.1,43.5,70,HAMBURG,14.0,131
200001642,2024-01-01T04:27:45.318320+00:00,49.770083,0.582232,16.8,83.9,80.8,70,HAMBURG,14.0,131
200001642,2024-01-01T05:12:56.459437+00:00,49.793839,0.80332,15.6,69.3,70.8,70,HAMBURG,14.0,131
200001642,2024-01-01T05:58:07.600555+00:00,49.874884,1.017415,15.8,105.9,100.9,70,HAMBURG,14.0,131
200001642,2024-01-01T06:43:18.741672+00:00,49.833823,1.162017,18.0,7.5,8.6,70,HAMBURG,14.0,131
200001642,2024-01-01T07:28:29.882789+00:00,50.0376,1.188944,13.8,81.2,78.6,70,HAMBURG,14.0,131
200001642,2024-01-01T08:13:41.023906+00:00,50.084125,1.490657,11.7,92.9,88.5,70,HAMBURG,14.0,131
200001642,2024-01-01T08:58:52.165023+00:00,50.076057,1.65097,17.9,61.6,65.9,70,HAMBURG,14.0,131
200001642,2024-01-01T09:44:03.306140+00:00,50.178178,1.839993,16.8,65.3,67.2,70,HAMBURG,14.0,131
200001642,2024-01-01T10:29:14.447257+00:00,50.285116,2.072039,19.0,348.6,344.0,70,HAMBURG,14.0,131
200001642,2024-01-01T11:14:25.588374+00:00,50.344729,2.059996,14.8,77.8,74.1,70,HAMBURG,14.0,131
200001642,2024-01-01T11:59:36.729491+00:00,50.397672,2.305533,16.2,71.0,73.4,70,HAMBURG,14.0,131
200001642,2024-01-01T12:44:47.870609+00:00,50.477282,2.536563,16.6,45.3,48.8,70,HAMBURG,14.0,131
200001642,2024-01-01T13:29:59.011726+00:00,50.540033,2.599868,15.2,74.4,76.8,70,HAMBURG,14.0,131
200001642,2024-01-01T14:15:10.152843+00:00,50.630435,2.924675,14.6,40.6,38.3,70,HAMBURG,14.0,131
200001642,2024-01-01T15:00:21.293960+00:00,50.766557,3.041225,18.0,123.9,128.7,70,HAMBURG,14.0,131
200001642,2024-01-01T15:45:32.435077+00:00,50.634825,3.237066,13.6,28.4,24.0,70,HAMBURG,14.0,131
200001642,2024-01-01T16:30:43.576194+00:00,50.821491,3.338119,14.3,69.4,64.8,70,HAMBURG,14.0,131
200001642,2024-01-01T17:15:54.717311+00:00,50.912334,3.579285,16.1,67.6,69.7,70,HAMBURG,14.0,131
200001642,2024-01-01T18:01:05.858428+00:00,50.988484,3.76395,18.2,74.2,70.1,70,HAMBURG,14.0,131
200001642,2024-01-01T18:46:16.999545+00:00,51.025264,3.8941,15.3,89.7,94.5,70,HAMBURG,14.0,131
200001642,2024-01-01T19:31:28.140663+00:00,51.026199,4.066106,15.1,44.9,47.7,70,HAMBURG,14.0,131
200001642,2024-01-01T20:16:39.281780+00:00,51.20061,4.239833,16.0,39.4,40.2,70,HAMBURG,14.0,131
200001642,2024-01-01T21:01:50.422897+00:00,51.340753,4.355078,17.1,114.1,118.6,70,HAMBURG,14.0,131
200001642,2024-01-01T21:47:01.564014+00:00,51.247868,4.562799,15.7,42.1,42.9,70,HAMBURG,14.0,131
200001642,2024-01-01T22:32:12.705131+00:00,51.437928,4.734479,18.5,87.0,88.5,70,HAMBURG,14.0,131
200001642,2024-01-01T23:17:23.846248+00:00,51.448486,4.933205,18.6,67.6,64.1,70,HAMBURG,14.0,131
200001642,2024-01-02T00:02:34.987365+00:00,51.532022,5.135956,16.1,73.4,72.4,70,HAMBURG,14.0,131
200001642,2024-01-02T00:47:46.128482+00:00,51.552618,5.204968,20.3,64.1,60.3,70,HAMBURG,14.0,131
200001642,2024-01-02T01:32:57.269599+00:00,51.658716,5.423574,16.5,58.9,56.7,70,HAMBURG,14.0,131
200001642,2024-01-02T02:18:08.410717+00:00,51.810616,5.675827,18.5,60.5,59.8,70,HAMBURG,14.0,131
200001642,2024-01-02T03:03:19.551834+00:00,51.844922,5.736505,17.0,52.8,54.1,70,HAMBURG,14.0,131
200001642,2024-01-02T03:48:30.692951+00:00,51.97258,5.904502,17.0,79.2,78.3,70,HAMBURG,14.0,131
200001642,2024-01-02T04:33:41.834068+00:00,52.015011,6.127659,13.2,80.7,81.6,70,HAMBURG,14.0,131
200001642,2024-01-02T05:18:52.975185+00:00,52.04827,6.331693,14.1,43.9,39.3,70,HAMBURG,14.0,131
200001642,2024-01-02T06:04:04.116302+00:00,52.183688,6.461975,15.8,88.8,88.6,70,HAMBURG,14.0,131
200001642,2024-01-02T06:49:15.257419+00:00,52.188616,6.699781,18.6,58.9,59.6,70,HAMBURG,14.0,131
200001642,2024-01-02T07:34:26.398536+00:00,52.278242,6.848103,17.1,85.3,87.4,70,HAMBURG,14.0,131
200001642,2024-01-02T08:19:37.539653+00:00,52.292189,7.019284,15.8,60.7,62.2,70,HAMBURG,14.0,131
200001642,2024-01-02T09:04:48.680771+00:00,52.38052,7.176829,17.6,83.0,85.9,70,HAMBURG,14.0,131
200001642,2024-01-02T09:49:59.821888+00:00,52.412497,7.437435,18.5,16.3,15.6,70,HAMBURG,14.0,131
200001642,2024-01-02T10:35:10.963005+00:00,52.567023,7.482724,16.4,115.0,113.6,70,HAMBURG,14.0,131
200001642,2024-01-02T11:20:22.104122+00:00,52.528804,7.564736,16.8,64.5,66.8,70,HAMBURG,14.0,131
200001642,2024-01-02T12:05:33.245239+00:00,52.697012,7.917055,16.6,72.6,76.8,70,HAMBURG,14.0,131
200001642,2024-01-02T12:50:44.386356+00:00,52.718538,7.985887,16.3,55.4,55.6,70,HAMBURG,14.0,131
200001642,2024-01-02T13:35:55.527473+00:00,52.856808,8.186096,14.8,78.0,76.2,70,HAMBURG,14.0,131
200001642,2024-01-02T14:21:06.668590+00:00,52.905965,8.418109,14.7,12.0,12.0,70,HAMBURG,14.0,131
200001642,2024-01-02T15:06:17.809707+00:00,53.029629,8.444448,17.6,85.3,81.0,70,HAMBURG,14.0,131
200001642,2024-01-02T15:51:28.950825+00:00,53.045311,8.633909,18.5,106.2,101.8,70,HAMBURG,14.0,131
200001642,2024-01-02T16:36:40.091942+00:00,53.000345,8.788357,15.8,55.6,53.9,70,HAMBURG,14.0,131
200001642,2024-01-02T17:21:51.233059+00:00,53.145775,9.000644,15.8,86.3,84.5,70,HAMBURG,14.0,131
200001642,2024-01-02T18:07:02.374176+00:00,53.160698,9.234263,12.7,59.7,54.9,70,HAMBURG,14.0,131
200001642,2024-01-02T18:52:13.515293+00:00,53.26356,9.41042,12.4,42.9,46.5,70,HAMBURG,14.0,131
200001642,2024-01-02T19:37:24.656410+00:00,53.435211,9.569954,19.1,73.2,69.7,70,HAMBURG,14.0,131
200001642,2024-01-02T20:22:35.797527+00:00,53.461701,9.657432,14.9,88.5,84.7,70,HAMBURG,14.0,131
200001642,2024-01-02T21:07:46.938644+00:00,53.465053,9.784495,10.4,0.0,4.6,70,HAMBURG,14.0,131
200002077,2024-01-01T03:41:49.141286+00:00,51.921744,1.241169,17.6,212.7,210.7,71,HAMBURG,11.4,258
200002077,2024-01-01T03:54:01.791082+00:00,51.892534,1.368383,14.5,66.4,64.6,71,HAMBURG,11.4,258
200002077,2024-01-01T04:06:14.440878+00:00,51.96428,1.532285,17.8,114.3,118.0,71,HAMBURG,11.4,258
200002077,2024-01-01T04:18:27.090673+00:00,51.883491,1.711325,17.9,339.4,340.0,71,HAMBURG,11.4,258
200002077,2024-01-01T04:30:39.740469+00:00,51.967185,1.679907,17.9,77.6,80.5,71,HAMBURG,11.4,258
200002077,2024-01-01T04:42:52.390265+00:00,52.007538,1.863734,18.7,86.6,86.4,71,HAMBURG,11.4,258
200002077,2024-01-01T04:55:05.040061+00:00,52.018772,2.052603,19.6,315.4,317.2,71,HAMBURG,11.4,258
200002077,2024-01-01T05:07:17.689857+00:00,52.08313,1.989207,16.2,90.8,87.7,71,HAMBURG,11.4,258
200002077,2024-01-01T05:19:30.339652+00:00,52.081335,2.117998,18.7,76.5,72.5,71,HAMBURG,11.4,258
200002077,2024-01-01T05:31:42.989448+00:00,52.118032,2.271127,16.2,114.2,118.7,71,HAMBURG,11.4,258
200002077,2024-01-01T05:43:55.639244+00:00,52.07071,2.376535,17.7,60.6,59.9,71,HAMBURG,11.4,258
200002077,2024-01-01T05:56:08.289040+00:00,52.170532,2.553451,19.0,55.1,59.7,71,HAMBURG,11.4,258
200002077,2024-01-01T06:08:20.938836+00:00,52.227601,2.63516,15.4,175.1,170.5,71,HAMBURG,11.4,258
200002077,2024-01-01T06:20:33.588631+00:00,52.118159,2.644585,12.4,83.7,79.4,71,HAMBURG,11.4,258
200002077,2024-01-01T06:32:46.238427+00:00,52.142795,2.86936,15.3,22.9,23.1,71,HAMBURG,11.4,258
200002077,2024-01-01T06:44:58.888223+00:00,52.274482,2.924969,19.3,105.4,100.9,71,HAMBURG,11.4,258
200002077,2024-01-01T06:57:11.538019+00:00,52.218638,3.127825,15.0,8.6,7.4,71,HAMBURG,11.4,258
200002077,2024-01-01T07:09:24.187815+00:00,52.318909,3.14298,19.2,123.2,125.2,71,HAMBURG,11.4,258
200002077,2024-01-01T07:21:36.837610+00:00,52.247104,3.252785,15.3,55.7,53.7,71,HAMBURG,11.4,258
200002077,2024-01-01T07:33:49.487406+00:00,52.362496,3.421928,16.6,110.6,109.8,71,HAMBURG,11.4,258
200002077,2024-01-01T07:46:02.137202+00:00,52.316831,3.543275,17.1,74.1,70.3,71,HAMBURG,11.4,258
200002077,2024-01-01T07:58:14.786998+00:00,52.343681,3.63779,15.0,2.4,357.4,71,HAMBURG,11.4,258
200002077,2024-01-01T08:10:27.436794+00:00,52.429518,3.641361,16.7,108.9,108.8,71,HAMBURG,11.4,258
200002077,2024-01-01T08:22:40.086589+00:00,52.353706,3.862799,14.0,105.0,104.3,71,HAMBURG,11.4,258
200002077,2024-01-01T08:34:52.736385+00:00,52.345252,3.894438,16.4,75.4,78.8,71,HAMBURG,11.4,258
200002077,2024-01-01T08:47:05.386181+00:00,52.390392,4.068174,16.9,22.6,20.8,71,HAMBURG,11.4,258
200002077,2024-01-01T08:59:18.035977+00:00,52.45595,4.09548,12.5,111.5,111.3,71,HAMBURG,11.4,258
200002077,2024-01-01T09:11:30.685773+00:00,52.375558,4.299239,15.2,20.0,17.3,71,HAMBURG,11.4,258
200002077,2024-01-01T09:23:43.335568+00:00,52.506233,4.34685,17.7,113.9,118.2,71,HAMBURG,11.4,258
200002077,2024-01-01T09:35:55.985364+00:00,52.467933,4.433304,14.8,63.5,63.1,71,HAMBURG,11.4,258
200002077,2024-01-01T09:48:08.635160+00:00,52.572775,4.643383,18.0,151.0,147.5,71,HAMBURG,11.4,258
200002077,2024-01-01T10:00:21.284956+00:00,52.416184,4.730031,18.2,33.8,30.2,71,HAMBURG,11.4,258
200002077,2024-01-01T10:12:33.934752+00:00,52.517082,4.797506,17.6,96.5,91.6,71,HAMBURG,11.4,258
200002077,2024-01-01T10:24:46.584547+00:00,52.4926,5.01102,18.6,13.9,9.2,71,HAMBURG,11.4,258
200002077,2024-01-01T10:36:59.234343+00:00,52.556124,5.026685,13.9,61.0,62.2,71,HAMBURG,11.4,258
200002077,2024-01-01T10:49:11.884139+00:00,52.630332,5.16058,19.1,90.4,91.1,71,HAMBURG,11.4,258
200002077,2024-01-01T11:01:24.533935+00:00,52.6295,5.282676,15.0,75.7,79.2,71,HAMBURG,11.4,258
200002077,2024-01-01T11:13:37.183731+00:00,52.646305,5.348504,17.3,81.3,84.8,71,HAMBURG,11.4,258
200002077,2024-01-01T11:25:49.833526+00:00,52.671528,5.5133,20.7,57.2,53.9,71,HAMBURG,11.4,258
200002077,2024-01-01T11:38:02.483322+00:00,52.710169,5.573327,16.3,109.0,112.6,71,HAMBURG,11.4,258
200002077,2024-01-01T11:50:15.133118+00:00,52.670086,5.689674,17.1,61.9,66.1,71,HAMBURG,11.4,258
200002077,2024-01-01T12:02:27.782914+00:00,52.776368,5.888645,15.1,331.6,332.6,71,HAMBURG,11.4,258
200002077,2024-01-01T12:14:40.432710+00:00,52.794672,5.87874,20.7,81.0,79.6,71,HAMBURG,11.4,258
200002077,2024-01-01T12:26:53.082505+00:00,52.801303,5.920387,15.2,84.7,82.8,71,HAMBURG,11.4,258
200002077,2024-01-01T12:39:05.732301+00:00,52.830391,6.231829,18.4,87.3,88.3,71,HAMBURG,11.4,258
200002077,2024-01-01T12:51:18.382097+00:00,52.837898,6.389005,19.6,340.8,339.9,71,HAMBURG,11.4,258
200002077,2024-01-01T13:03:31.031893+00:00,52.945343,6.351531,18.6,158.5,154.3,71,HAMBURG,11.4,258
200002077,2024-01-01T13:15:43.681689+00:00,52.859748,6.385209,17.8,87.2,85.6,71,HAMBURG,11.4,258
200002077,2024-01-01T13:27:56.331484+00:00,52.869261,6.576783,17.3,90.9,87.6,71,HAMBURG,11.4,258
200002077,2024-01-01T13:40:08.981280+00:00,52.867452,6.688253,14.5,86.7,88.8,71,HAMBURG,11.4,258
200002077,2024-01-01T13:52:21.631076+00:00,52.874028,6.803324,20.5,81.2,79.4,71,HAMBURG,11.4,258
200002077,2024-01-01T14:04:34.280872+00:00,52.88393,6.867408,17.6,78.9,79.8,71,HAMBURG,11.4,258
200002077,2024-01-01T14:16:46.930668+00:00,52.922227,7.062311,17.1,60.3,56.7,71,HAMBURG,11.4,258
200002077,2024-01-01T14:28:59.580463+00:00,52.983645,7.169815,14.9,12.9,9.6,71,HAMBURG,11.4,258
200002077,2024-01-01T14:41:12.230259+00:00,53.024407,7.179126,17.2,88.3,93.3,71,HAMBURG,11.4,258
200002077,2024-01-01T14:53:24.880055+00:00,53.030762,7.399062,17.0,96.5,91.7,71,HAMBURG,11.4,258
200002077,2024-01-01T15:05:37.529851+00:00,53.010441,7.576993,20.7,8.9,9.7,71,HAMBURG,11.4,258
200002077,2024-01-01T15:17:50.179647+00:00,53.11424,7.593213,17.1,81.6,85.6,71,HAMBURG,11.4,258
200002077,2024-01-01T15:30:02.829442+00:00,53.126714,7.678006,17.2,101.5,101.9,71,HAMBURG,11.4,258
200002077,2024-01-01T15:42:15.479238+00:00,53.102274,7.798028,14.9,91.6,89.3,71,HAMBURG,11.4,258
200002077,2024-01-01T15:54:28.129034+00:00,53.098123,7.946147,15.6,355.0,356.0,71,HAMBURG,11.4,258
200002077,2024-01-01T16:06:40.778830+00:00,53.178703,7.939107,18.1,89.3,90.9,71,HAMBURG,11.4,258
200002077,2024-01-01T16:18:53.428626+00:00,53.181194,8.144117,13.5,126.6,121.8,71,HAMBURG,11.4,258
200002077,2024-01-01T16:31:06.078421+00:00,53.119901,8.226631,19.1,68.1,65.4,71,HAMBURG,11.4,258
200002077,2024-01-01T16:43:18.728217+00:00,53.209422,8.448802,19.1,13.9,11.4,71,HAMBURG,11.4,258
200002077,2024-01-01T16:55:31.378013+00:00,53.246435,8.457958,15.4,100.5,101.1,71,HAMBURG,11.4,258
200002077,2024-01-01T17:07:44.027809+00:00,53.208861,8.660317,17.8,339.3,341.1,71,HAMBURG,11.4,258
200002077,2024-01-01T17:19:56.677605+00:00,53.283851,8.631992,19.7,107.6,108.2,71,HAMBURG,11.4,258
200002077,2024-01-01T17:32:09.327400+00:00,53.222131,8.826799,16.8,31.2,36.0,71,HAMBURG,11.4,258
200002077,2024-01-01T17:44:21.977196+00:00,53.382194,8.923662,16.5,72.4,72.6,71,HAMBURG,11.4,258
200002077,2024-01-01T17:56:34.626992+00:00,53.398295,8.974496,16.7,108.5,111.5,71,HAMBURG,11.4,258
200002077,2024-01-01T18:08:47.276788+00:00,53.343784,9.137075,17.6,72.4,71.5,71,HAMBURG,11.4,258
200002077,2024-01-01T18:20:59.926584+00:00,53.395096,9.299087,15.8,164.2,168.1,71,HAMBURG,11.4,258
200002077,2024-01-01T18:33:12.576379+00:00,53.27694,9.332528,16.3,26.7,28.5,71,HAMBURG,11.4,258
200002077,2024-01-01T18:45:25.226175+00:00,53.360131,9.374376,17.6,71.8,76.5,71,HAMBURG,11.4,258
200002077,2024-01-01T18:57:37.875971+00:00,53.423773,9.568353,16.1,105.6,102.6,71,HAMBURG,11.4,258
200002077,2024-01-01T19:09:50.525767+00:00,53.405368,9.634366,14.8,51.5,51.2,71,HAMBURG,11.4,258
200002077,2024-01-01T19:22:03.175563+00:00,53.515207,9.772627,13.4,55.5,59.3,71,HAMBURG,11.4,258
200002077,2024-01-01T19:34:15.825358+00:00,53.599865,9.895921,17.2,0.0,0.2,71,HAMBURG,11.4,258
200003089,2024-01-01T05:20:08.459691+00:00,53.366358,9.866199,18.0,165.0,161.5,71,AMSTERDAM,4.6,184
200003089,2024-01-01T05:49:59.654597+00:00,53.50313,9.781127,17.7,348.2,347.1,71,AMSTERDAM,4.6,184
200003089,2024-01-01T06:19:50.849502+00:00,53.544739,9.772429,19.2,229.4,227.6,71,AMSTERDAM,4.6,184
200003089,2024-01-01T06:49:42.044408+00:00,53.393611,9.595945,15.9,44.7,44.3,71,AMSTERDAM,4.6,184
200003089,2024-01-01T07:19:33.239313+00:00,53.414343,9.616454,17.1,248.6,249.6,71,AMSTERDAM,4.6,184
200003089,2024-01-01T07:49:24.434219+00:00,53.379022,9.52634,18.8,254.9,259.4,71,AMSTERDAM,4.6,184
200003089,2024-01-01T08:19:15.629125+00:00,53.355283,9.438082,14.9,43.2,40.0,71,AMSTERDAM,4.6,184
200003089,2024-01-01T08:49:06.824030+00:00,53.36702,9.449111,19.4,290.9,294.3,71,AMSTERDAM,4.6,184
200003089,2024-01-01T09:18:58.018936+00:00,53.438041,9.262829,19.2,86.2,85.7,71,AMSTERDAM,4.6,184
200003089,2024-01-01T09:48:49.213841+00:00,53.441869,9.321197,18.6,236.6,239.1,71,AMSTERDAM,4.6,184
200003089,2024-01-01T10:18:40.408747+00:00,53.316536,9.131153,19.1,306.6,306.9,71,AMSTERDAM,4.6,184
200003089,2024-01-01T10:48:31.603652+00:00,53.41192,9.002816,17.0,184.4,182.4,71,AMSTERDAM,4.6,184
200003089,2024-01-01T11:18:22.798558+00:00,53.301779,8.994405,20.9,297.5,296.2,71,AMSTERDAM,4.6,184
200003089,2024-01-01T11:48:13.993464+00:00,53.371018,8.861339,20.6,208.6,207.7,71,AMSTERDAM,4.6,184
200003089,2024-01-01T12:18:05.188369+00:00,53.262002,8.801806,18.6,253.4,255.6,71,AMSTERDAM,4.6,184
200003089,2024-01-01T12:47:56.383275+00:00,53.256553,8.783488,18.2,265.8,269.9,71,AMSTERDAM,4.6,184
200003089,2024-01-01T13:17:47.578180+00:00,53.251607,8.715658,19.6,312.6,314.1,71,AMSTERDAM,4.6,184
200003089,2024-01-01T13:47:38.773086+00:00,53.375609,8.581013,16.5,178.0,177.0,71,AMSTERDAM,4.6,184
200003089,2024-01-01T14:17:29.967992+00:00,53.242564,8.585734,19.2,215.4,211.7,71,AMSTERDAM,4.6,184
200003089,2024-01-01T14:47:21.162897+00:00,53.14797,8.518481,18.6,317.4,319.0,71,AMSTERDAM,4.6,184
